"PRODUCT","BARCODE","FORMATT","MACHINEMAKE","MACHINEMODEL","CAFFEA","VARIETAL","ORIGIN","ROASTING","PROCESS","PACKAGING","RETAILPRICE","STOCK","MIN_STOCK","MAX_STOCK","COSTPRICE","PROVIDER","TAXID","SALESPERSON","EMAIL","PHONENUM","BANKACCOUNT","THOROUGHFARE","WAYNAME","GATENUMBER","BLOCKK","STAIRS","FLOORR","DOOR","ZIP","TOWN","COUNTRY",id_product
"Loco y toros","OIO38666I980495","prepared","","","Arabica","Timor","Indonesia","natural","normal","cup 200 ml.","1.51 E",2135,80,3050,"1.29 E","Marito S.U.","Q17492469A","Mariano Garcia Garcia-Cubo","marito@servcorreo.ucetreseme.kom",555017490,"QIO36677O40691520","Circus","Virgin of Pillar ","106",,,"","A",71040,"Valtripas de la Torre","Madagascar",2442
"Loco y toros","IIQ76323I961930","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 25 un.","8.90 E",115,60,2790,"7.92 E","Antonia  S.L.","L21232504P","Antonia Garcia","antonia@servcorreo.ucetreseme.kom",555027264,"OIQ88827I78024367","Avenue","Royal","188",,,"12","A",85360,"Sotojamones","Tajikistan",2443
"Loco y toros","IIQ76323I961930","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 25 un.","8.90 E",115,60,2790,"7.65 E","Curro S.U.","F87651487M","Daniel Fernando Calderon","curro@servcorreo.ucetreseme.kom",555720895,"OQO37527I75916340","Road","Virgin of Hayfield","61",,,"First","A",66039,"Atalaya de las Tripas","Kyrgyzstan",2444
"Loco y toros","IIQ76323I961930","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 25 un.","8.90 E",115,60,2790,"7.65 E","Marito S.U.","Q17492469A","Mariano Garcia Garcia-Cubo","marito@servcorreo.ucetreseme.kom",555017490,"QIO36677O40691520","Circus","Virgin of Pillar ","106",,,"","A",71040,"Valtripas de la Torre","Madagascar",2445
"Loco y toros","IOQ26880O688278","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 10 un.","4.15 E",2007,150,3610,"3.69 E","Antonia  S.L.","L21232504P","Antonia Garcia","antonia@servcorreo.ucetreseme.kom",555027264,"OIQ88827I78024367","Avenue","Royal","188",,,"12","A",85360,"Sotojamones","Tajikistan",2446
"Loco y toros","IOQ26880O688278","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 10 un.","4.15 E",2007,150,3610,"3.56 E","Curro S.U.","F87651487M","Daniel Fernando Calderon","curro@servcorreo.ucetreseme.kom",555720895,"OQO37527I75916340","Road","Virgin of Hayfield","61",,,"First","A",66039,"Atalaya de las Tripas","Kyrgyzstan",2447
"Loco y toros","IOQ26880O688278","capsules","Feelipz","Goteing","Arabica","Timor","Indonesia","natural","normal","pkg 10 un.","4.15 E",2007,150,3610,"3.56 E","Marito S.U.","Q17492469A","Mariano Garcia Garcia-Cubo","marito@servcorreo.ucetreseme.kom",555017490,"QIO36677O40691520","Circus","Virgin of Pillar ","106",,,"","A",71040,"Valtripas de la Torre","Madagascar",2448
"Loco y toros","QOI01292O465007","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 1 Kg.","28.25 E",1093,70,3160,"25.14 E","Antonia  S.L.","L21232504P","Antonia Garcia","antonia@servcorreo.ucetreseme.kom",555027264,"OIQ88827I78024367","Avenue","Royal","188",,,"12","A",85360,"Sotojamones","Tajikistan",2449
"Loco y toros","QOI01292O465007","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 1 Kg.","28.25 E",1093,70,3160,"24.29 E","Curro S.U.","F87651487M","Daniel Fernando Calderon","curro@servcorreo.ucetreseme.kom",555720895,"OQO37527I75916340","Road","Virgin of Hayfield","61",,,"First","A",66039,"Atalaya de las Tripas","Kyrgyzstan",2450
"Loco y toros","QOI01292O465007","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 1 Kg.","28.25 E",1093,70,3160,"24.29 E","Marito S.U.","Q17492469A","Mariano Garcia Garcia-Cubo","marito@servcorreo.ucetreseme.kom",555017490,"QIO36677O40691520","Circus","Virgin of Pillar ","106",,,"","A",71040,"Valtripas de la Torre","Madagascar",2451
"Loco y toros","QQI07590Q107948","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 200 g.","7.20 E",1757,340,3110,"6.40 E","Antonia  S.L.","L21232504P","Antonia Garcia","antonia@servcorreo.ucetreseme.kom",555027264,"OIQ88827I78024367","Avenue","Royal","188",,,"12","A",85360,"Sotojamones","Tajikistan",2452
"Loco y toros","QQI07590Q107948","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 200 g.","7.20 E",1757,340,3110,"6.19 E","Curro S.U.","F87651487M","Daniel Fernando Calderon","curro@servcorreo.ucetreseme.kom",555720895,"OQO37527I75916340","Road","Virgin of Hayfield","61",,,"First","A",66039,"Atalaya de las Tripas","Kyrgyzstan",2453
"Loco y toros","QQI07590Q107948","raw bean","","","Arabica","Timor","Indonesia","natural","normal","pkg 200 g.","7.20 E",1757,340,3110,"6.19 E","Marito S.U.","Q17492469A","Mariano Garcia Garcia-Cubo","marito@servcorreo.ucetreseme.kom",555017490,"QIO36677O40691520","Circus","Virgin of Pillar ","106",,,"","A",71040,"Valtripas de la Torre","Madagascar",2454
"Quien","OIQ62345Q508626","raw bean","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 1 Kg.","12.92 E",885,100,2740,"11.36 E","David Ortiz Corp.","J65047721H","David Cesar Ortiz","david1@servcorreo.ucetreseme.kom",555636740,"IOO66613I42597317","Street","Royal","178",,,"Fourth","",45791,"Valverde","American Samoa",2455
"Quien","OIQ62345Q508626","raw bean","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 1 Kg.","12.92 E",885,100,2740,"11.11 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",2456
"Quien","QQO64870I562267","raw bean","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 200 g.","3.00 E",341,250,2610,"2.61 E","Torpe S.A.U.","L18197085Z","Mildreda Minaya","torpe@servcorreo.ucetreseme.kom",555917884,"QOO40835Q35114898","Square","Telegraph","37",,,"Ground","",73501,"Mogote de los Ciervos","Cyprus",2457
"Quien","QQO64870I562267","raw bean","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 200 g.","3.00 E",341,250,2610,"2.64 E","David Ortiz Corp.","J65047721H","David Cesar Ortiz","david1@servcorreo.ucetreseme.kom",555636740,"IOO66613I42597317","Street","Royal","178",,,"Fourth","",45791,"Valverde","American Samoa",2458
"Quien","QQO64870I562267","raw bean","","","Arabica","Ruiru 11","Kenia","blend","normal","pkg 200 g.","3.00 E",341,250,2610,"2.58 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",2459
"Carnaval o correr","IQQ99118Q206254","prepared","","","Arabica","Santos","Brasil","natural","normal","bottle 1 l.","4.35 E",2401,250,2710,"3.78 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2460
"Carnaval o correr","IQQ99118Q206254","prepared","","","Arabica","Santos","Brasil","natural","normal","bottle 1 l.","4.35 E",2401,250,2710,"3.74 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2461
"Carnaval o correr","IQI19439Q678553","prepared","","","Arabica","Santos","Brasil","natural","normal","cup 200 ml.","1.85 E",2353,210,4620,"1.60 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2462
"Carnaval o correr","IQI19439Q678553","prepared","","","Arabica","Santos","Brasil","natural","normal","cup 200 ml.","1.85 E",2353,210,4620,"1.59 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2463
"Carnaval o correr","QQI67962I936578","capsules","Boss","Chief","Arabica","Santos","Brasil","natural","normal","pkg 25 un.","16.30 E",3857,80,4380,"14.18 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2464
"Carnaval o correr","QQI67962I936578","capsules","Boss","Chief","Arabica","Santos","Brasil","natural","normal","pkg 25 un.","16.30 E",3857,80,4380,"14.01 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2465
"Carnaval o correr","OQO12649O484977","capsules","Boss","Chief","Arabica","Santos","Brasil","natural","normal","pkg 10 un.","8.70 E",254,10,1950,"7.56 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2466
"Carnaval o correr","OQO12649O484977","capsules","Boss","Chief","Arabica","Santos","Brasil","natural","normal","pkg 10 un.","8.70 E",254,10,1950,"7.48 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2467
"Carnaval o correr","IQQ58897O534050","raw bean","","","Arabica","Santos","Brasil","natural","normal","pkg 500 g.","62.74 E",747,190,930,"54.58 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2468
"Carnaval o correr","IQQ58897O534050","raw bean","","","Arabica","Santos","Brasil","natural","normal","pkg 500 g.","62.74 E",747,190,930,"53.95 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2469
"Carnaval o correr","OOQ05989Q269813","raw bean","","","Arabica","Santos","Brasil","natural","normal","pkg 200 g.","31.56 E",878,20,2090,"27.45 E","Lauri S.A.U.","C39714574Z","Laura Sanchez","lauri@servcorreo.ucetreseme.kom",555690013,"IQQ84910Q96735154","Circus","Quevedo","19",,,"10","",23246,"Ciudad del Secano","Cambodia",2470
"Carnaval o correr","OOQ05989Q269813","raw bean","","","Arabica","Santos","Brasil","natural","normal","pkg 200 g.","31.56 E",878,20,2090,"27.14 E","Eva Gomez Inc.","D14430184F","Eva Ovidia Gomez","eva@servcorreo.ucetreseme.kom",555667711,"OQO76805Q96688929","Road","Divine Trinity","136",,,"2","",45298,"Fuente de las Setas","Honduras",2471
"Agua o luces","QOQ62861Q639359","prepared","","","Arabica","Mandheling","Indonesia","natural","normal","cup 500 ml.","3.30 E",1344,80,2970,"2.90 E","Flores S.A.U.","A81611276P","Areta Zambrano","flores@servcorreo.ucetreseme.kom",555382648,"IIO56769I14064720","Street","Strawberry","199",,,"3","",66198,"Valenmedio","Guam",2472
"Agua o luces","QOQ62861Q639359","prepared","","","Arabica","Mandheling","Indonesia","natural","normal","cup 500 ml.","3.30 E",1344,80,2970,"2.93 E","Georg Inc.","P05912062G","Georgina Bocanegra Chacon","georg@servcorreo.ucetreseme.kom",555142603,"IQI91420O13265942","Road","Pansies","154",,,"","",90004,"San Pedro de los Ciervos","Paraguay",2473
"Agua o luces","QII28118I310505","prepared","","","Arabica","Mandheling","Indonesia","natural","normal","cup 200 ml.","1.40 E",752,150,1250,"1.23 E","Flores S.A.U.","A81611276P","Areta Zambrano","flores@servcorreo.ucetreseme.kom",555382648,"IIO56769I14064720","Street","Strawberry","199",,,"3","",66198,"Valenmedio","Guam",2474
"Agua o luces","QII28118I310505","prepared","","","Arabica","Mandheling","Indonesia","natural","normal","cup 200 ml.","1.40 E",752,150,1250,"1.24 E","Georg Inc.","P05912062G","Georgina Bocanegra Chacon","georg@servcorreo.ucetreseme.kom",555142603,"IQI91420O13265942","Road","Pansies","154",,,"","",90004,"San Pedro de los Ciervos","Paraguay",2475
"Agua o luces","IOO71550I867696","ground","","","Arabica","Mandheling","Indonesia","natural","normal","pkg 500 g.","74.40 E",1364,100,3420,"65.47 E","Flores S.A.U.","A81611276P","Areta Zambrano","flores@servcorreo.ucetreseme.kom",555382648,"IIO56769I14064720","Street","Strawberry","199",,,"3","",66198,"Valenmedio","Guam",2476
"Agua o luces","IOO71550I867696","ground","","","Arabica","Mandheling","Indonesia","natural","normal","pkg 500 g.","74.40 E",1364,100,3420,"66.21 E","Georg Inc.","P05912062G","Georgina Bocanegra Chacon","georg@servcorreo.ucetreseme.kom",555142603,"IQI91420O13265942","Road","Pansies","154",,,"","",90004,"San Pedro de los Ciervos","Paraguay",2477
"Agua o luces","IOO81276Q793815","ground","","","Arabica","Mandheling","Indonesia","natural","normal","pkg 200 g.","37.99 E",586,140,3950,"33.43 E","Flores S.A.U.","A81611276P","Areta Zambrano","flores@servcorreo.ucetreseme.kom",555382648,"IIO56769I14064720","Street","Strawberry","199",,,"3","",66198,"Valenmedio","Guam",2478
"Agua o luces","IOO81276Q793815","ground","","","Arabica","Mandheling","Indonesia","natural","normal","pkg 200 g.","37.99 E",586,140,3950,"33.81 E","Georg Inc.","P05912062G","Georgina Bocanegra Chacon","georg@servcorreo.ucetreseme.kom",555142603,"IQI91420O13265942","Road","Pansies","154",,,"","",90004,"San Pedro de los Ciervos","Paraguay",2479
"Trigo","QQI04264I194085","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 1 Kg.","48.80 E",411,210,1970,"40.99 E","Marino Inc.","F82323971W","Mariano Alberto Palomino","marino@servcorreo.ucetreseme.kom",555810528,"III63623O23667129","Avenue","Miguel Delibes","48",,,"4","G",33821,"Villasequillo del Encinar","Guinea-Bissau",2480
"Trigo","QQI04264I194085","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 1 Kg.","48.80 E",411,210,1970,"43.43 E","Purificacion S.L.","R47331512L","Maria de la Purificacion Taramona","purificacion@servcorreo.ucetreseme.kom",555000193,"OQI67172Q16403166","Plaza","Virgin of Pillar ","34",,,"13","B",80708,"Paramo de los Viajeros","Jamaica",2481
"Trigo","QQI04264I194085","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 1 Kg.","48.80 E",411,210,1970,"43.92 E","Rici S.L.","B56766675F","Ricardo Suarez-Murrugarra","rici@servcorreo.ucetreseme.kom",555542565,"IIO38319Q87172902","Road","Chesterton","197",,,"9","C",70293,"Villalobos","Bahrain",2482
"Trigo","IQQ58762I866548","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 200 g.","16.75 E",3451,370,4240,"14.07 E","Marino Inc.","F82323971W","Mariano Alberto Palomino","marino@servcorreo.ucetreseme.kom",555810528,"III63623O23667129","Avenue","Miguel Delibes","48",,,"4","G",33821,"Villasequillo del Encinar","Guinea-Bissau",2483
"Trigo","IQQ58762I866548","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 200 g.","16.75 E",3451,370,4240,"14.90 E","Purificacion S.L.","R47331512L","Maria de la Purificacion Taramona","purificacion@servcorreo.ucetreseme.kom",555000193,"OQI67172Q16403166","Plaza","Virgin of Pillar ","34",,,"13","B",80708,"Paramo de los Viajeros","Jamaica",2484
"Trigo","IQQ58762I866548","roasted bean","","","Arabica","SL-28","Kenia","roasted","normal","pkg 200 g.","16.75 E",3451,370,4240,"15.07 E","Rici S.L.","B56766675F","Ricardo Suarez-Murrugarra","rici@servcorreo.ucetreseme.kom",555542565,"IIO38319Q87172902","Road","Chesterton","197",,,"9","C",70293,"Villalobos","Bahrain",2485
"Postales en el aire","OOQ49750I518450","capsules","Feelipz","Goteing","Arabica","Arabusta","Indonesia","natural","normal","pkg 25 un.","4.95 E",713,280,4530,"4.45 E","Melinda Zuniga-Perez S.U.","B14711927T","Melinda Gutierrez","melinda@servcorreo.ucetreseme.kom",555601725,"IQO96630O34485074","Promenade","Cabinetmakers","112",,,"","A",98976,"Villacastillos del Lago","Sudan",2486
"Postales en el aire","OOQ49750I518450","capsules","Feelipz","Goteing","Arabica","Arabusta","Indonesia","natural","normal","pkg 25 un.","4.95 E",713,280,4530,"4.30 E","J.D.P. S.L.","N20210368S","Justina Donayre","jdp@servcorreo.ucetreseme.kom",555225437,"QOQ25625Q69789846","Square","Botanical Garden","86",,,"5","",13735,"Villasombras de la Torre","Hungary",2487
"Postales en el aire","OOQ94826I846639","capsules","Feelipz","Goteing","Arabica","Arabusta","Indonesia","natural","normal","pkg 10 un.","2.39 E",2531,230,3260,"2.15 E","Melinda Zuniga-Perez S.U.","B14711927T","Melinda Gutierrez","melinda@servcorreo.ucetreseme.kom",555601725,"IQO96630O34485074","Promenade","Cabinetmakers","112",,,"","A",98976,"Villacastillos del Lago","Sudan",2488
"Postales en el aire","OOQ94826I846639","capsules","Feelipz","Goteing","Arabica","Arabusta","Indonesia","natural","normal","pkg 10 un.","2.39 E",2531,230,3260,"2.07 E","J.D.P. S.L.","N20210368S","Justina Donayre","jdp@servcorreo.ucetreseme.kom",555225437,"QOQ25625Q69789846","Square","Botanical Garden","86",,,"5","",13735,"Villasombras de la Torre","Hungary",2489
"Horas esencial","QQQ75857Q234691","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 25 un.","10.70 E",2200,60,2750,"9.30 E","Pia Cubillo S.L.","V05289304V","Ana Pia Paz","pia@servcorreo.ucetreseme.kom",555396966,"OII09879O32970070","Street","Divine Trinity","135",,,"First","D",88386,"Villanieblas","Pakistan",2490
"Horas esencial","QQQ75857Q234691","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 25 un.","10.70 E",2200,60,2750,"9.41 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",2491
"Horas esencial","QQQ75857Q234691","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 25 un.","10.70 E",2200,60,2750,"9.30 E","Cicio Carretero Inc.","L49329849R","Cicio Carretero","cicio@servcorreo.ucetreseme.kom",555587951,"IIO82038Q42851103","Street","Virgin of Peace","181",,,"23","4",52842,"Sotogris","Niue",2492
"Horas esencial","OOO45187Q515587","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 10 un.","5.80 E",438,10,500,"5.04 E","Pia Cubillo S.L.","V05289304V","Ana Pia Paz","pia@servcorreo.ucetreseme.kom",555396966,"OII09879O32970070","Street","Divine Trinity","135",,,"First","D",88386,"Villanieblas","Pakistan",2493
"Horas esencial","OOO45187Q515587","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 10 un.","5.80 E",438,10,500,"5.10 E","Iloni S.A.U.","D40518796H","Ilona Martinez","iloni@servcorreo.ucetreseme.kom",555214778,"IOQ86121I16452732","Street","Princesses","111",,,"","E",83813,"Villatripas","Burundi",2494
"Horas esencial","OOO45187Q515587","capsules","Boss","Manager","Arabica","Catimor","Peru","natural","normal","pkg 10 un.","5.80 E",438,10,500,"5.04 E","Cicio Carretero Inc.","L49329849R","Cicio Carretero","cicio@servcorreo.ucetreseme.kom",555587951,"IIO82038Q42851103","Street","Virgin of Peace","181",,,"23","4",52842,"Sotogris","Niue",2495
"Rayos latino","QIQ08046I461537","prepared","","","Arabica","Pache Colis","Peru","natural","normal","can 330 ml.","3.86 E",1042,210,1700,"3.20 E","Ailema S.A.U.","B02920518R","Ailema Chirre","ailema@servcorreo.ucetreseme.kom",555721704,"OOI49226Q52481644","Road","Virgin of Immaculate","155",,,"20","",48180,"Bercial de las Aguas","Taiwan, Province of China",2496
"Rayos latino","QIQ81126I121348","prepared","","","Arabica","Pache Colis","Peru","natural","normal","cup 200 ml.","2.35 E",592,30,1520,"1.95 E","Ailema S.A.U.","B02920518R","Ailema Chirre","ailema@servcorreo.ucetreseme.kom",555721704,"OOI49226Q52481644","Road","Virgin of Immaculate","155",,,"20","",48180,"Bercial de las Aguas","Taiwan, Province of China",2497
"Duena","QOO79458O175746","roasted bean","","","Arabica","Blue Mountain","Jamaica","natural","normal","pkg 500 g.","22.05 E",526,460,970,"19.40 E","Marti Corp.","R35917850S","Rosa Marta Rodriguez Chiroque","marti@servcorreo.ucetreseme.kom",555805953,"QQQ01007Q31935553","Square","Santa Teresa","78",,4,"","1",45791,"Valverde","Gibraltar",2498
"Duena","QQO11809I915410","roasted bean","","","Arabica","Blue Mountain","Jamaica","natural","normal","pkg 200 g.","11.55 E",78,10,4020,"10.27 E","Moreno Corp.","L11810752E","Maria Inmaculada Moreno","moreno@servcorreo.ucetreseme.kom",555273107,"QQO74358I56883080","Street","Cazadores","134",,,"10","3",93377,"Paramo de los Castillos","Malaysia",2499
"Duena","QQO11809I915410","roasted bean","","","Arabica","Blue Mountain","Jamaica","natural","normal","pkg 200 g.","11.55 E",78,10,4020,"10.16 E","Marti Corp.","R35917850S","Rosa Marta Rodriguez Chiroque","marti@servcorreo.ucetreseme.kom",555805953,"QQQ01007Q31935553","Square","Santa Teresa","78",,4,"","1",45791,"Valverde","Gibraltar",2500
"Marcos y cafe","OIO05354Q788249","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 500 g.","6.45 E",2074,120,3250,"5.22 E","Aguili S.L.","F94126189T","Henar Montes","aguili@servcorreo.ucetreseme.kom",555330419,"QOO73025I90281254","Street","Apple","167",,,"","B",13171,"Hayedo del Nabar","Malawi",2501
"Marcos y cafe","OIO05354Q788249","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 500 g.","6.45 E",2074,120,3250,"5.48 E","Beni S.A.U.","B69613589H","Rosa Benedicta Ruiz Oviedo","beni@servcorreo.ucetreseme.kom",555740087,"OQQ89921Q20898229","Avenue","Virgin of Fuensanta","97",,,"27","C",64958,"Sotofrios","Isle of Man",2502
"Marcos y cafe","OIO05354Q788249","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 500 g.","6.45 E",2074,120,3250,"5.54 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",2503
"Marcos y cafe","IIO78388Q400700","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","3.05 E",61,60,4110,"2.47 E","Aguili S.L.","F94126189T","Henar Montes","aguili@servcorreo.ucetreseme.kom",555330419,"QOO73025I90281254","Street","Apple","167",,,"","B",13171,"Hayedo del Nabar","Malawi",2504
"Marcos y cafe","IIO78388Q400700","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","3.05 E",61,60,4110,"2.59 E","Beni S.A.U.","B69613589H","Rosa Benedicta Ruiz Oviedo","beni@servcorreo.ucetreseme.kom",555740087,"OQQ89921Q20898229","Avenue","Virgin of Fuensanta","97",,,"27","C",64958,"Sotofrios","Isle of Man",2505
"Marcos y cafe","IIO78388Q400700","ground","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","3.05 E",61,60,4110,"2.62 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",2506
"Marcos y cafe","QOI01616O120829","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 1 Kg.","92.65 E",3796,360,4190,"75.04 E","Aguili S.L.","F94126189T","Henar Montes","aguili@servcorreo.ucetreseme.kom",555330419,"QOO73025I90281254","Street","Apple","167",,,"","B",13171,"Hayedo del Nabar","Malawi",2507
"Marcos y cafe","QOI01616O120829","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 1 Kg.","92.65 E",3796,360,4190,"78.75 E","Beni S.A.U.","B69613589H","Rosa Benedicta Ruiz Oviedo","beni@servcorreo.ucetreseme.kom",555740087,"OQQ89921Q20898229","Avenue","Virgin of Fuensanta","97",,,"27","C",64958,"Sotofrios","Isle of Man",2508
"Marcos y cafe","QOI01616O120829","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 1 Kg.","92.65 E",3796,360,4190,"79.67 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",2509
"Marcos y cafe","QIQ87934O981680","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","23.25 E",2874,260,3630,"18.83 E","Aguili S.L.","F94126189T","Henar Montes","aguili@servcorreo.ucetreseme.kom",555330419,"QOO73025I90281254","Street","Apple","167",,,"","B",13171,"Hayedo del Nabar","Malawi",2510
"Marcos y cafe","QIQ87934O981680","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","23.25 E",2874,260,3630,"19.76 E","Beni S.A.U.","B69613589H","Rosa Benedicta Ruiz Oviedo","beni@servcorreo.ucetreseme.kom",555740087,"OQQ89921Q20898229","Avenue","Virgin of Fuensanta","97",,,"27","C",64958,"Sotofrios","Isle of Man",2511
"Marcos y cafe","QIQ87934O981680","raw bean","","","Liberica","Baraco","Filipinas","roasted","normal","pkg 200 g.","23.25 E",2874,260,3630,"19.99 E","Timi S.A.U.","V83601431L","Timoteo Milla-Paredes Palpa-Modica","timi@servcorreo.ucetreseme.kom",555276318,"IIQ06729I41935863","Street","Orange Tree","70",,,"","A",20777,"Sotocastillos","Bosnia and Herzegovina",2512
"Moto y volar en el hielo","QQQ07643O169943","prepared","","","Arabica","Ruiru 11","Kenia","natural","normal","pkg 500 g.","4.41 E",689,200,1560,"3.61 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",2513
"Moto y volar en el hielo","IQQ32051Q277204","prepared","","","Arabica","Ruiru 11","Kenia","natural","normal","cup 200 ml.","2.20 E",667,240,4010,"1.80 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",2514
"Moto y volar en el hielo","IQI09360I289621","capsules","Feelipz","Goteing","Arabica","Ruiru 11","Kenia","natural","normal","pkg 25 un.","2.50 E",1435,70,2790,"2.05 E","Perez S.L.","C24849163D","Brunilda Martin","perez@servcorreo.ucetreseme.kom",555585053,"IOI82335Q53095107","Road","Farmers","93",,,"28","",29086,"Ciudad del Bosque","Afghanistan",2515
